path,pH,well,hour,split
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W2.JPG,7,2,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W2.JPG,7,2,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W2.JPG,7,2,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W2.JPG,7,2,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W2.JPG,7,2,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W2.JPG,7,2,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W2.JPG,7,2,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W2.JPG,7,2,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W2.JPG,7,2,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W2.JPG,7,2,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W2.JPG,7,2,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W3.JPG,7,3,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W3.JPG,7,3,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W3.JPG,7,3,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W3.JPG,7,3,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W3.JPG,7,3,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W3.JPG,7,3,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W3.JPG,7,3,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W3.JPG,7,3,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W3.JPG,7,3,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W3.JPG,7,3,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W3.JPG,7,3,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W4.JPG,7,4,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W4.JPG,7,4,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W4.JPG,7,4,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W4.JPG,7,4,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W4.JPG,7,4,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W4.JPG,7,4,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W4.JPG,7,4,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W4.JPG,7,4,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W4.JPG,7,4,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W4.JPG,7,4,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W4.JPG,7,4,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W6.JPG,7,6,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W6.JPG,7,6,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W6.JPG,7,6,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W6.JPG,7,6,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W6.JPG,7,6,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W6.JPG,7,6,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W6.JPG,7,6,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W6.JPG,7,6,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W6.JPG,7,6,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W6.JPG,7,6,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W6.JPG,7,6,264,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W7.JPG,7,7,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W7.JPG,7,7,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W7.JPG,7,7,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W7.JPG,7,7,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W7.JPG,7,7,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W7.JPG,7,7,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W7.JPG,7,7,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W7.JPG,7,7,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W7.JPG,7,7,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W7.JPG,7,7,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W11.JPG,7,11,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W11.JPG,7,11,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W11.JPG,7,11,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W11.JPG,7,11,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W11.JPG,7,11,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W11.JPG,7,11,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W11.JPG,7,11,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W11.JPG,7,11,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W11.JPG,7,11,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W11.JPG,7,11,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W11.JPG,7,11,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W13.JPG,7,13,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W13.JPG,7,13,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W13.JPG,7,13,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W13.JPG,7,13,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W13.JPG,7,13,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W13.JPG,7,13,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W13.JPG,7,13,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W13.JPG,7,13,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W13.JPG,7,13,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W13.JPG,7,13,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W13.JPG,7,13,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W15.JPG,7,15,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W15.JPG,7,15,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W15.JPG,7,15,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W15.JPG,7,15,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W15.JPG,7,15,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W15.JPG,7,15,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W15.JPG,7,15,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W15.JPG,7,15,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W15.JPG,7,15,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W15.JPG,7,15,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W15.JPG,7,15,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W19.JPG,7,19,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W19.JPG,7,19,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W19.JPG,7,19,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W19.JPG,7,19,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W19.JPG,7,19,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W19.JPG,7,19,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W19.JPG,7,19,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W19.JPG,7,19,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W19.JPG,7,19,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W19.JPG,7,19,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W19.JPG,7,19,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W20.JPG,7,20,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W20.JPG,7,20,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W20.JPG,7,20,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W20.JPG,7,20,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W20.JPG,7,20,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W20.JPG,7,20,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W20.JPG,7,20,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W20.JPG,7,20,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W20.JPG,7,20,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W20.JPG,7,20,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W20.JPG,7,20,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W22.JPG,7,22,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W22.JPG,7,22,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W22.JPG,7,22,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W22.JPG,7,22,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W22.JPG,7,22,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W22.JPG,7,22,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W22.JPG,7,22,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W22.JPG,7,22,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W22.JPG,7,22,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W22.JPG,7,22,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W22.JPG,7,22,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W23.JPG,7,23,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W23.JPG,7,23,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W23.JPG,7,23,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W23.JPG,7,23,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W23.JPG,7,23,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W23.JPG,7,23,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W23.JPG,7,23,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W23.JPG,7,23,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W23.JPG,7,23,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W23.JPG,7,23,216,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W24.JPG,7,24,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W24.JPG,7,24,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W24.JPG,7,24,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W24.JPG,7,24,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W24.JPG,7,24,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W24.JPG,7,24,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W24.JPG,7,24,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W24.JPG,7,24,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W24.JPG,7,24,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W24.JPG,7,24,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W24.JPG,7,24,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W25.JPG,7,25,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W25.JPG,7,25,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W25.JPG,7,25,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W25.JPG,7,25,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W25.JPG,7,25,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W25.JPG,7,25,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W25.JPG,7,25,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W25.JPG,7,25,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W25.JPG,7,25,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W25.JPG,7,25,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W25.JPG,7,25,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W27.JPG,7,27,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W27.JPG,7,27,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W27.JPG,7,27,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W27.JPG,7,27,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W27.JPG,7,27,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W27.JPG,7,27,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W27.JPG,7,27,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W27.JPG,7,27,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W27.JPG,7,27,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W27.JPG,7,27,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W27.JPG,7,27,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W29.JPG,7,29,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W29.JPG,7,29,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W29.JPG,7,29,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W29.JPG,7,29,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W29.JPG,7,29,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W29.JPG,7,29,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W29.JPG,7,29,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W29.JPG,7,29,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W29.JPG,7,29,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W29.JPG,7,29,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W29.JPG,7,29,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W31.JPG,7,31,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W31.JPG,7,31,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W31.JPG,7,31,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W31.JPG,7,31,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W31.JPG,7,31,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W31.JPG,7,31,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W31.JPG,7,31,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W31.JPG,7,31,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W31.JPG,7,31,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W31.JPG,7,31,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W31.JPG,7,31,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W33.JPG,7,33,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W33.JPG,7,33,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W33.JPG,7,33,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W33.JPG,7,33,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W33.JPG,7,33,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W33.JPG,7,33,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W33.JPG,7,33,120,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W33.JPG,7,33,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W33.JPG,7,33,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W33.JPG,7,33,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W34.JPG,7,34,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W34.JPG,7,34,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W34.JPG,7,34,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W34.JPG,7,34,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W34.JPG,7,34,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W34.JPG,7,34,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W34.JPG,7,34,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W34.JPG,7,34,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W34.JPG,7,34,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W34.JPG,7,34,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W34.JPG,7,34,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W35.JPG,7,35,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W35.JPG,7,35,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W35.jpg,7,35,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W35.JPG,7,35,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W35.JPG,7,35,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W35.JPG,7,35,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W35.JPG,7,35,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W35.JPG,7,35,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W35.JPG,7,35,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W35.JPG,7,35,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W35.JPG,7,35,264,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W36.JPG,7,36,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W36.JPG,7,36,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W36.JPG,7,36,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W36.JPG,7,36,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W36.JPG,7,36,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W36.JPG,7,36,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W36.JPG,7,36,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W36.JPG,7,36,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W36.JPG,7,36,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W36.JPG,7,36,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W38.JPG,7,38,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W38.JPG,7,38,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W38.JPG,7,38,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W38.JPG,7,38,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W38.JPG,7,38,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W38.JPG,7,38,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W38.JPG,7,38,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W38.JPG,7,38,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W38.JPG,7,38,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W38.JPG,7,38,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W38.JPG,7,38,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W39.JPG,7,39,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W39.JPG,7,39,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W39.JPG,7,39,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W39.JPG,7,39,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W39.JPG,7,39,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W39.JPG,7,39,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W39.JPG,7,39,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W39.JPG,7,39,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W39.JPG,7,39,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W39.JPG,7,39,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W39.JPG,7,39,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W41.JPG,7,41,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W41.JPG,7,41,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W41.JPG,7,41,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W41.JPG,7,41,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W41.JPG,7,41,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W41.JPG,7,41,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W41.JPG,7,41,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W41.JPG,7,41,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W41.JPG,7,41,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W41.JPG,7,41,216,train
